,Dens1,Dens2,Dens3,Vol1,Vol2,Vol3
1,1.6531640112996695,1.4335097436493656,1.8494220874159015,0.09958564712940907,0.006632564446530539,0.08104847983013141
2,1.681051236379715,1.4260905836112916,1.858388103229206,0.09641108636867651,0.006405810106478212,0.07302299586613659
3,1.7126000106167978,1.4434929966838441,1.9121574592703936,0.10897975550300544,0.006341023152177548,0.08056257767287643
4,1.7041763462888027,1.4705198748760222,1.8496694209484839,0.1050277512906649,0.0060737769656873065,0.05663999479735603
5,1.7172336496480758,1.4031265952166918,1.872378722024214,0.12657751196492345,0.006284334567164466,0.08274913738052386
6,1.6673358494947192,1.4477117434370241,1.8187061853235575,0.09245098378704839,0.005798432409909481,0.0659855129552269
7,1.8150973921349889,1.5620479921549846,1.9445608994317445,0.10472811162702432,0.006835023678720116,0.06898190959163263
8,2.301414509583482,1.976165291464286,2.3865679276580916,0.09958627087769076,0.006899761878751882,0.06619212475803901
9,2.2233126616395915,1.9669113761659753,2.399085709329144,0.0904684152818814,0.005917838968433952,0.06813843624099063
10,2.245930940885157,1.9100109248960224,2.397808359632138,0.1207151477872105,0.006645513982330275,0.07470504570374178
11,2.2858181551198142,1.8903602618411524,2.4057012592770373,0.08469961818376356,0.005838934448854832,0.06955871759341478
12,2.342558243644975,1.9814527146422605,2.423084156503463,0.11413977115561721,0.00719784561938411,0.07318832549405427
13,2.1954632795205224,1.9158644619637302,2.406165023772812,0.10575835774254631,0.007408257671595095,0.0879084019799811
14,2.1653258041910033,1.850895725323637,2.40394336957536,0.08405084768944636,0.006128251020644937,0.06519266751003684
15,1.6959866035010878,1.3024047393697213,1.973973602861751,0.11777814622509883,0.004865778707379027,0.06346553524813833
16,1.8590926709436497,1.492700859561365,2.041323097875475,0.09970024407263837,0.003690978082534361,0.052778356429588724
17,1.7894197421364852,1.4028116045380556,1.9701899439153703,0.08820648572061332,0.006443869098961414,0.05843318033275895
18,1.872191099313087,1.5316207278233904,2.045841577411059,0.11246524190677146,0.006698116995383021,0.06814720340983275
19,1.7300413600903626,1.2067222144286374,1.9494694491035092,0.09925311846169003,0.005435644682117111,0.05710057066875604
20,1.9552073869192403,1.6013018097591247,2.0820260382936056,0.12958752265544035,0.00615455252717131,0.05357616879422204
21,1.77730633758043,1.3277260038041672,2.0268479790020097,0.09889366453916293,0.005558385045906853,0.05152465128516494
22,2.093675932017464,1.8385441779313356,2.355271001469807,0.08648812062755694,0.006005510656855196,0.046895586136523275
23,2.1434080884462823,1.7270738995461492,2.352335272449647,0.09728927264105416,0.005190163954537629,0.05568028931633189
24,2.066933318795192,1.6834971662043883,2.3136713818813246,0.10206737966001195,0.006303594397487424,0.05747755892896739
25,2.1338537850805706,1.7713712201710146,2.308763316918005,0.09075773185367152,0.005295369980643122,0.04897340515210675
26,2.137351083428998,1.7275461285906801,2.3413757963470454,0.0878733333046126,0.005304137149485246,0.04717613553947125
