,Dens1,Dens2,Dens3,Dens4,Vol1,Vol2,Vol3,Vol4
1,0.7410423163097121,0.8201881172672203,0.6789212597525888,0.733536143915233,0.31734269890323036,0.3115847583397588,0.07676444247699997,0.07456168603077737
2,0.7461240623020139,0.7733928444488085,0.7223816111952875,0.7199078926876022,0.28835053685368295,0.2790131170650997,0.06797771179997233,0.06703830096261269
3,0.7630892215884285,0.8225504873317231,0.6763809867875363,0.7051480726820435,0.30452298032098635,0.2887635536873497,0.0681882694014495,0.06161239353993203
4,0.7805413078276294,0.8512281393026057,0.7713246032552648,0.786370360831892,0.25907493187907016,0.23494988977136017,0.05013700425942682,0.053951336193878444
5,0.7497458173850264,0.766122719630721,0.7005596757910717,0.7256146547019418,0.2731175042237392,0.25351135217850057,0.07149240407078339,0.08673353507001473
6,0.7235731867221111,0.7794965814890199,0.7056646687750584,0.7809390040387009,0.26497054472043063,0.2317267387949021,0.04371499741437344,0.05152182540760352
7,0.7696753413437393,0.778864463635755,0.7107208792355887,0.7139850153158382,0.3166624358830734,0.28081095504694314,0.06508659396430518,0.045674802781968546
8,1.230095133405963,1.2299869968627724,1.052809104910739,1.0662221890589754,0.3058689865640351,0.284854082849463,0.06497348828898374,0.05222602479253489
9,1.202767770823064,1.24617317442303,1.111892514403688,1.1633069031058032,0.19222017686357687,0.1785959964829156,0.05882770293065454,0.06114223550497538
10,1.1855536588365214,1.2534257446988528,1.0541846244705826,1.0989389984025444,0.31984385369838136,0.3157057500048987,0.06265018854582077,0.06547321691298481
11,1.2664821723595314,1.3094432730804884,1.2205620916140831,1.2078517317513773,0.2828464011846165,0.2696693464149036,0.06036195747802631,0.06661294886246098
12,1.2801225842178985,1.3084772066224453,1.1142204450817,1.1490770026812636,0.35976077343657364,0.4157128449870114,0.08589195314629249,0.0703565299580481
13,1.255724228414597,1.3687010614445347,1.069326441341778,1.0740261405110754,0.34223520292116705,0.3627942138559487,0.07364421827384474,0.08293741724649657
14,1.1548791726794148,1.2083017385820451,1.0708810005464595,1.124865152393733,0.2664167267744755,0.2484177291415941,0.04998162956895105,0.05351479861232717
15,0.6111653296680867,0.6101459492369095,0.6125390359036341,0.5938428615358392,0.2829954430549326,0.26532959783805204,0.05476850375675096,0.059757022827919726
16,0.7935856355546358,0.7521556463693511,0.7347487933725735,0.7306133479235964,0.28393353012103995,0.26472466318794546,0.04735147891631374,0.05681125409696594
17,0.7060067043697774,0.7452566854775531,0.6534639063723985,0.7158671191151172,0.28149625718292937,0.30318623289834506,0.0743543589500568,0.1011468269315889
18,0.6396759480284757,0.6566124260153374,0.6666754514076387,0.6717419108965152,0.28602011630546553,0.2732989543155431,0.07770341744774832,0.0702162552565741
19,0.6564922974986803,0.6417336089313106,0.6381788644611434,0.5825341708422286,0.23843192383041445,0.2133402866042545,0.04773723434536721,0.06391266085908669
20,0.7175838818393278,0.7160062654307738,0.6151965881936553,0.6533524250823736,0.29968813253033744,0.29213960015726836,0.08102617443891345,0.04354652763883176
21,0.6936302011052917,0.7156687441480803,0.615176139691491,0.6539525809576023,0.22850748870112966,0.1978399320913786,0.052489039857798625,0.04242433002703984
22,1.084256072791882,1.218793914059356,1.0274236083356667,1.0187914644162166,0.2624451992889931,0.24694484477611722,0.05781071134496812,0.06990940434709975
23,0.9307578529036951,1.0406623708909024,0.8311463449408106,0.9006336302759967,0.23537218190451303,0.2365469825293577,0.053286852222431944,0.07147872756984001
24,1.1342809556140105,1.0808265133449217,0.9995738836970349,0.9035203797641188,0.24608566222958903,0.1866793261553543,0.05892414178791791,0.06547321691298481
25,1.1885593659400366,1.2739543658075962,1.070071924825158,1.055142330631356,0.2633131490043634,0.27259758080817315,0.05753016194202014,0.05816139809865309
26,1.1616442518365109,1.2258090513065727,1.0588747426704,1.0436640073767667,0.3220181115712282,0.21925812557268845,0.0653241750426687,0.058170165267495216
27,1.094103117595789,1.1770439604405718,1.012039545706982,1.122352655699309,0.2612090284822536,0.23433765598114237,0.04712353252641851,0.04250323454661896
28,1.2224434091378582,1.2600903454387848,1.042664460903095,1.0455275016902708,0.37407756015576277,0.37745292015998066,0.0800354843597534,0.08408591636481487
29,0.7005496385731347,0.7495234170807974,0.7623283365815396,0.6865749455736904,0.2372571232055698,0.21868825959795035,0.043406252937357774,0.06329895904013798
30,0.6259376096553431,0.705870356348403,0.6340706772656635,0.711399204579487,0.20374023672212832,0.18692480688293375,0.0562939911352806,0.04750928795547198
31,0.6636761403374517,0.7272255276514056,0.5986838745214971,0.6428147379964201,0.2739564919787024,0.23190915021187392,0.07775602046080106,0.07669519303090401
32,0.6159619285726653,0.5726434956795873,0.6288252498312092,0.6091571989846228,0.2712211352999596,0.2517667876392856,0.053093974507905206,0.06577130065361705
33,0.6822737461060566,0.7621432309749305,0.7447879545116702,0.7190361488084599,0.24721662701022307,0.20802738228592713,0.056942761629597806,0.06199265088266144
34,0.5928643456666872,0.7433808090090489,0.5670530474777534,0.6563535194519269,0.21274411912299004,0.1762200937266999,0.06612198740730202,0.052576711546219866
