,Dens1,Dens2,Dens3,Vol1,Vol2,Vol3
321,2.0510833,1.6567904,2.2402282,0.1495980365328239,0.008559371064575147,0.11012608125602985
322,1.9176533,1.295855,2.115569,0.05107540712680209,0.0033024345052297815,0.034271182569578444
323,1.8932426,1.1237643,2.0310514,0.04903041478820982,0.0031360857487632977,0.02782373775565187
324,1.8695763,1.1141715,2.0110426,0.04874969099995735,0.002678907007894991,0.02672490464163506
325,1.9440255,1.1843625,2.10121,0.05376261579018001,0.003079940991112804,0.030542748161868638
326,1.8891675,1.1192758,2.0665917,0.048476987891369235,0.002686927687559347,0.02539347181735192
327,1.9195263,1.017199,2.1028814,0.04607880467172672,0.002678907007894991,0.028473412808464726
328,1.9457976,1.1307459,2.0921886,0.052856278988107755,0.0030157755537979537,0.031088154379044865
329,1.9124659,1.0781683,2.0215693,0.05098746062631275,0.0025024520552791533,0.027318434936797423
330,1.9871178,1.2377421,2.0672264,0.0506666334397385,0.002253810985684109,0.025858671237884583
331,1.9068735,0.6818925,1.9649628,0.06940294113567472,0.0006015509748267195,0.02901881902564095
332,2.1208205,1.6876115,1.9293424,0.08861246893180796,0.0012351846683108642,0.032876765944196314
333,2.0856898,1.2136475,1.9665573,0.049367283334112784,0.0005855096154980071,0.030791389231463684
334,2.0414236,1.1876919,2.0584474,0.09670533471314344,0.0004491580612039506,0.04965602780202961
335,1.9717104,,1.9747593,0.0896150538898525,0.0,0.043937283201343595
336,2.0031507,0.6168023,1.9775637,0.05955354650784524,0.00016843427295148148,0.02642011881438952
337,1.9895388,1.0012298,1.9163274,0.0687292040438688,0.00012833087462970017,0.028433309410142944
338,1.8967428,0.8235841,1.7507617,0.04689691399749105,0.0020773560330682715,0.009793249870178993
339,1.8468474,0.8898291,1.8439847,0.04944749013075635,0.0003609305848960317,0.01297745969692843
340,2.0049384,0.63480353,1.6229002,0.06905003123044305,2.406203899306878e-05,0.015375642916570951
341,2.0743458,0.7247091,1.542704,0.05988239437408384,0.0006416543731485008,0.012961418337599716
342,2.0371876,1.0863975,2.0242872,0.09808489161541271,0.00025666174925940033,0.04455487553549903
343,1.9857478,0.8259684,1.885746,0.09680158286911571,8.02067966435626e-06,0.031561374479241885
344,1.975411,1.0483378,1.8591748,0.09116304506507325,0.0010426883563663138,0.03386330954291213
345,1.9474845,0.8235249,1.9796964,0.09511724013960089,0.0006175923341554321,0.039044668606086276
346,2.0067527,0.686935,1.7586318,0.05811784484792546,0.0002646824289237566,0.014332954560204638
347,1.8929507,0.91709936,1.9371091,0.048585652697833194,0.0010280802103153322,0.0281658526584666
348,1.862324,0.88265043,1.9435782,0.046405413631129995,0.00037223593821762024,0.023238157857300008
349,1.891779,0.96040076,2.0449197,0.05197122718352679,0.002392945317113273,0.030062483391289713
350,1.9972988,1.4055932,2.1581607,0.060709908971207115,0.003456476569163617,0.038951832106343835
351,1.095709,1.1221102,,0.0026145143279570947,0.00010635312520503436,0.0
352,1.9321178,1.3533732,2.1156795,0.05953116183351798,0.00371349662174245,0.04016603028576798
353,1.9764404,0.897776,2.0230732,0.050748166243668895,0.0017814148471843256,0.027722714636778955
354,1.4259992,0.8458107,1.7648903,0.08785017193883815,0.0012331534480522354,0.0558202122491697
355,2.025224,1.5178303,2.183627,0.09568149708296209,0.005613250435614396,0.06849606879635599
356,1.5223529,1.2013043,1.8376851,0.07410131174204797,0.0033471307875703534,0.058366594044498336
357,1.5989957,1.0027195,1.8585918,0.0737890196350737,0.0022340896883543747,0.04076613119502553
358,2.0285575,1.5336239,2.1806326,0.10588303924412149,0.005845467643364493,0.0715469224567969
359,1.9934714,1.2520777,2.1114829,0.09880441815270476,0.005228890919338375,0.07373296720561678
360,1.5249465,0.9005546,1.844203,0.07129869026920198,0.0010970261193711446,0.04939820533139117
361,2.1185281,1.5320147,2.2447016,0.100229751358895,0.004251977148803487,0.07122662285990022
362,2.0969257,1.5488367,2.1488187,0.09998952666122249,0.004027767430975808,0.07035380645835676
363,1.9781717,1.3744038,2.153965,0.08456710107064713,0.004788478973605434,0.04955835512983951
364,1.9983478,1.159712,2.0502439,0.09752321976511802,0.0008327789519313798,0.07408529676220313
365,1.9630497,1.3648067,2.2222214,0.08679318326907909,0.00191379009145769,0.0688243758831751
366,2.0747082,1.7129476,2.2519228,0.09682656814186774,0.005749377764295487,0.07623130406141092
367,2.048164,1.4296166,2.2512476,0.10253590845655114,0.0042119396991914014,0.0752864202505657
368,2.0879388,1.5546939,2.2372098,0.1107035481774166,0.005645280395304065,0.06666235360412247
369,1.9339055,1.281246,2.0526662,0.0843589063326643,0.004067804880587894,0.05049523145076232
370,2.061843,1.3519819,2.2024524,0.09520104768761706,0.003515288075941113,0.05960775498247299
371,1.8618383,1.1478333,2.1958358,0.09070884584114106,0.0009048463612331338,0.05296954583678921
372,2.0224638,1.5000571,2.1760488,0.0779529143947306,0.004940621282131359,0.05411461689569485
373,2.0631826,1.4328595,2.2222683,0.08270135591872395,0.003891640102294717,0.050639366269365826
374,1.7633455,1.2027774,2.1923838,0.08281346077763779,0.0021700297689750377,0.04938219035154634
375,2.0932019,1.4934732,2.249867,0.0917097820814432,0.004308029578260407,0.051760414858504224
376,2.0693567,1.5527695,2.202305,0.07810505670325653,0.0035232955658635297,0.045987014624441484
377,2.1063995,1.4101641,2.2419124,0.09466454586281511,0.00430002208833799,0.05503547823677282
378,2.021656,1.5068716,2.0935888,0.05096767335618493,0.00435607451779491,0.01983455253782719
379,1.9624593,1.4033605,2.2040915,0.07571882470637623,0.004540246786010504,0.05509953815615216
380,2.0509157,1.5229696,2.110485,0.0906367784318393,0.0034352131767169418,0.05590028714839387
381,2.049975,1.2930428,2.2474551,0.07756054738853216,0.0034352131767169418,0.0608729383902149
382,1.9746329,1.200951,2.178693,0.0600321519483611,0.002586419244940728,0.049117943184106574
383,2.0493307,1.4167398,2.2418976,0.08437492131250912,0.0042920145984155725,0.04815704439341652
384,2.1972244,1.6007739,2.3138945,0.0965783359542728,0.00424396965888107,0.043816984855466444
385,1.8515532,1.280918,2.0984643,0.05054327639029682,0.004388104477484578,0.03882831863380058
386,2.0202098,0.7712377,2.124394,0.06268263111268116,0.0010970261193711446,0.043488677768647344
387,1.9252212,0.7154023,2.0979178,0.05779806226000672,0.0001201123488362567,0.031237218187349158
388,1.9917465,1.223079,2.1173186,0.06744708761651935,1.6014979844834227e-05,0.04155887269734482
389,2.0375798,1.467881,2.194355,0.08699337051713953,0.004099834840277562,0.04259183889733663
390,2.007782,1.4195079,2.19791,0.08657698104117383,0.002898711351914995,0.04799689459496818
391,2.0146084,0.684596,2.2115805,0.05599637702746287,3.2029959689668454e-05,0.03870019879504191
392,1.9974438,1.5793345,2.1953177,0.06778340219326086,0.0047564490139157655,0.04946226525077051
393,1.9754915,1.4124645,2.110735,0.06614987424908778,0.004235962168958653,0.03563333015475616
394,2.064913,1.4009825,2.171246,0.08047527372029199,0.004980658731743444,0.0472602055221058
395,1.8022374,1.3004223,2.1314645,0.08218887656368926,0.004468179376708749,0.047508437709700736
396,1.9791919,1.5036389,2.1384728,0.07525439029087604,0.00485253889298477,0.04244770407873312
397,0.68603146,0.52410305,2.1357207,0.0019618350309921926,0.004340059537950075,0.014325399471204215
398,2.0160549,1.2444627,1.9692035,0.07156293743664174,0.003122921069742674,0.03271860382299632
399,1.9886897,1.1500438,1.9850723,0.06904057811108036,0.0027145390836994013,0.024871263699027556
400,2.0134172,1.1098033,2.0114305,0.07067410605525344,0.0023622095271130486,0.03242232669586689
401,2.0382702,1.1001018,2.0242712,0.08173244963811148,0.0024983368557941394,0.03833986174853314
402,1.9732993,1.1668837,2.0708926,0.07662367106760935,0.003243033418578931,0.03449626658577293
403,1.9988618,1.0938208,2.0152628,0.07016963419014116,0.0023782245069578828,0.029851922430770998
404,2.1779294,1.2024689,1.832063,0.06075282604137864,0.002113977339518118,0.010641954106892344
405,1.9023966,1.664193,2.1414032,0.07292615667014923,0.00567533162285495,0.07013485794714377
406,1.9703662,1.4322165,2.1851213,0.07715483513423724,0.004479060741566897,0.045486113741999235
407,1.9942969,1.5416825,2.1957192,0.09020253381619298,0.004840724031258634,0.052682285865096365
408,1.9907306,1.4822909,2.1840792,0.07323217945373454,0.004710896183676985,0.04369634412890936
409,2.020716,1.7732407,2.2232058,0.10327805275120193,0.008030779714693443,0.07735885032329412
410,2.0349994,1.8310913,2.179883,0.08315473637604631,0.007530015159735654,0.0638474807571182
411,2.0807693,1.8174578,2.239462,0.0971390502441268,0.007789670854898951,0.08164316929348854
412,1.9505019,1.2907687,2.1765645,0.08388733637311419,0.003783554415236634,0.04913056689196982
413,1.989801,1.9653112,2.2179482,0.10435376920259275,0.008828293635552145,0.08698465787970495
414,2.0972493,1.8284379,2.2982886,0.15825087278434596,0.008512997434282426,0.10878646285573762
415,2.1039255,1.8241779,2.272205,0.19067074100902065,0.008540817687335637,0.10880500969110643
416,2.02778,1.8025383,2.2265203,0.16064341454692208,0.007418734147522811,0.11606609573799438
417,1.9857252,1.3944025,2.1661797,0.07841601993931611,0.005322941750847617,0.056057809902219244
418,2.003812,1.3228769,2.1516511,0.07242539211519144,0.003551718973126546,0.04736861753193315
419,2.0340402,1.9306457,2.1794853,0.09795511100035433,0.0092363240136659,0.07746085791782255
420,2.0720353,1.6325513,2.142175,0.06487683012008698,0.004942731625787073,0.047600452974043236
421,2.0079136,1.4918299,2.2162418,0.07243466553287585,0.0054064025100072485,0.05952606811618616
422,2.0686529,1.6420833,2.028584,0.061074728869481544,0.004173037957981581,0.037334779597408545
423,1.8771497,1.4568505,2.1292748,0.05983209089977147,0.006203916430865951,0.046218713739067115
424,2.0071805,1.6484401,2.1084807,0.07132185541074743,0.00599062782412467,0.04876890360227808
425,2.094477,1.5333272,2.1143823,0.060082473177250365,0.00548986326916688,0.03572120492032234
426,1.9357202,1.3308283,1.9959038,0.0598970048235623,0.0040432101103999325,0.046088885891485465
