,Density1,Density2,Density3,Volume1,Volume2,Volume3
61,2.0042122781323077,1.6570730132414748,2.1795196032199766,0.13839685770692414,0.011078934952739492,0.05054389783844395
62,2.1109375137022783,2.0335363532722965,2.3358997464629017,0.15585794360541164,0.015501953771709622,0.09328548781827908
63,2.079704359675281,1.5941333049582809,2.1810195882844554,0.13967157686364862,0.01669112130717741,0.07235100609677057
64,1.643438224214481,1.3966714524508086,1.8475703453582593,0.08685218127918674,0.006115045833610331,0.04964305390376387
65,1.6675946417254102,1.2087582108592219,1.7823994893368318,0.08394290189774183,0.012091113352820428,0.05555426487625386
66,1.6382128417866395,1.2620170310088918,1.8073589957981282,0.09229086598271592,0.008014416130413541,0.04985615398584423
67,1.7034660221051656,1.3049001025791387,1.8767527400065107,0.07754989943533103,0.006828467847531537,0.0453995827040767
68,1.7071900703114637,1.378458352714754,1.886214231788748,0.08839020795854934,0.006893324394251646,0.056508582635135474
69,1.6678904994811212,1.0185967971801775,,0.08588859829934511,0.015621162538586392,0.0
70,1.7146190936637373,1.2680909868901955,1.8495916992140409,0.10595706689873902,0.008459146736494292,0.055646917085854015
71,1.7666709359120174,1.358718340210619,1.9399392727149911,0.08360008872222124,0.01153520009521949,0.04605741339223782
72,1.899432818445038,1.3940411454526067,2.0851562555667082,0.10502234756620406,0.007031539150355293,0.05426905857069085
73,1.9478381691759048,1.8229208758881368,2.164216125146941,0.1541830229934744,0.01507473849185857,0.07509323220828153
74,1.9447775067839044,1.8014915645431928,2.152305425445804,0.15781898981908546,0.015765872681850757,0.1005349835500229
75,1.9075562766810537,1.6242328515927125,2.09661996270464,0.13359924385675057,0.014133193363463416,0.0946252854037129
76,1.94542045805734,1.346921983869463,2.117776915274953,0.09154022264258835,0.010727604601183076,0.054809946197641256
77,1.8439560672001052,1.4536307802215351,2.035029494083116,0.07767747309260013,0.009255188283373633,0.04567495516470105
78,1.9107373194454385,1.400708725578359,2.0910629295177134,0.08105301254227212,0.009145007470476328,0.05501027494836363
